,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.021154085,0.011840167,0.964,0.036,0.036,0.036,True,Rgcc
Neural Stem Cells,0.019383186,0.021235926,0.812,0.188,0.188,0.112,False,Rgcc
Myocytes,-0.015628623,0.018767005,0.211,0.789,0.211,0.145,False,Rgcc
Neurons,0.01092127,0.013765936,0.784,0.216,0.216,0.16275,False,Rgcc
Endocrine Cells,0.013153823,0.027917279,0.69,0.31,0.31,0.1922,False,Rgcc
Excitatory Neurons,0.005130973,0.012482184,0.654,0.346,0.346,0.21783333333333332,False,Rgcc
Astrocytes,0.0048984014,0.016528051,0.641,0.359,0.359,0.238,False,Rgcc
Medium Spiny Neurons,0.0020857726,0.009526762,0.599,0.401,0.401,0.258375,False,Rgcc
Microglia,-0.0008335713,0.018115323,0.468,0.532,0.468,0.2816666666666667,False,Rgcc
Oligodendrocytes,-0.0006665276,0.010293279,0.485,0.515,0.485,0.302,False,Rgcc
GABAergic Neurons,-0.001298699,0.019573767,0.496,0.504,0.496,0.31963636363636366,False,Rgcc
Endothelial Cells,0.00020164404,0.030651815,0.501,0.499,0.499,0.3345833333333333,False,Rgcc
