,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014504089,0.011366716,0.9,0.1,0.1,0.1,False,Aqp4
Neurons,0.010733198,0.013732262,0.781,0.219,0.219,0.1595,False,Aqp4
Myocytes,0.007869432,0.018777609,0.658,0.342,0.342,0.22033333333333335,False,Aqp4
Excitatory Neurons,0.005162708,0.012469607,0.654,0.346,0.346,0.25175000000000003,False,Aqp4
Medium Spiny Neurons,0.0033427621,0.0095747,0.648,0.352,0.352,0.2718,False,Aqp4
Neural Stem Cells,0.0049218056,0.021415383,0.594,0.406,0.406,0.2941666666666667,False,Aqp4
Endothelial Cells,-0.0071061403,0.030903313,0.409,0.591,0.409,0.31057142857142855,False,Aqp4
Astrocytes,-0.0029345884,0.017000435,0.449,0.551,0.449,0.32787499999999997,False,Aqp4
Endocrine Cells,0.0028715513,0.02773618,0.543,0.457,0.457,0.3422222222222222,False,Aqp4
Oligodendrocytes,-0.0005745455,0.01026674,0.487,0.513,0.487,0.35669999999999996,False,Aqp4
GABAergic Neurons,-0.00064190716,0.01952767,0.505,0.495,0.495,0.3692727272727272,False,Aqp4
Microglia,0.0010507228,0.018160876,0.501,0.499,0.499,0.3800833333333333,False,Aqp4
