,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.015229301,0.011800659,0.902,0.098,0.098,0.098,False,Ednrb
Neurons,0.010217505,0.013768671,0.77,0.23,0.23,0.164,False,Ednrb
Excitatory Neurons,0.004959124,0.0124601545,0.653,0.347,0.347,0.225,False,Ednrb
Medium Spiny Neurons,0.0033671455,0.009573016,0.648,0.352,0.352,0.25675000000000003,False,Ednrb
Endothelial Cells,-0.008525028,0.030953782,0.398,0.602,0.398,0.28500000000000003,False,Ednrb
Astrocytes,-0.004772174,0.016892923,0.4,0.6,0.4,0.3041666666666667,False,Ednrb
Myocytes,0.0045621884,0.018739901,0.594,0.406,0.406,0.3187142857142858,False,Ednrb
Neural Stem Cells,-0.0011171997,0.021395251,0.468,0.532,0.468,0.33737500000000004,False,Ednrb
Endocrine Cells,0.000364062,0.027755681,0.511,0.489,0.489,0.3542222222222222,False,Ednrb
Oligodendrocytes,3.603354e-06,0.0102934,0.51,0.49,0.49,0.3678,False,Ednrb
Microglia,0.00022365095,0.018129325,0.491,0.509,0.491,0.37899999999999995,False,Ednrb
GABAergic Neurons,-0.00066616037,0.019520206,0.505,0.495,0.495,0.38866666666666666,False,Ednrb
