,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.050270103,0.019102441,0.998,0.002,0.002,0.002,True,Qdpr
Oligodendrocytes,-0.021291113,0.010373878,0.02,0.98,0.02,0.011,True,Qdpr
Medium Spiny Neurons,0.013494642,0.009518792,0.923,0.077,0.077,0.033,True,Qdpr
Oligodendrocyte Precursor Cells,0.013647095,0.011757675,0.879,0.121,0.121,0.055,False,Qdpr
Neurons,0.011772014,0.013163656,0.811,0.189,0.189,0.08180000000000001,False,Qdpr
Endothelial Cells,-0.013379366,0.030533867,0.334,0.666,0.334,0.12383333333333335,False,Qdpr
Astrocytes,0.0061957855,0.016829196,0.66,0.34,0.34,0.15471428571428575,False,Qdpr
Neural Stem Cells,0.0077554015,0.020709625,0.646,0.354,0.354,0.17962500000000003,False,Qdpr
Microglia,-0.0016820192,0.018514141,0.453,0.547,0.453,0.21000000000000005,False,Qdpr
Endocrine Cells,0.0020499553,0.028091483,0.537,0.463,0.463,0.2353,False,Qdpr
Excitatory Neurons,0.00043035846,0.012839265,0.515,0.485,0.485,0.258,False,Qdpr
GABAergic Neurons,-0.001781753,0.020255389,0.488,0.512,0.488,0.2771666666666667,False,Qdpr
