,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.06522454,0.019087166,1.0,0.0,0.0,0.0,True,Cldn11
Oligodendrocytes,-0.1674905,0.012170118,0.0,1.0,0.0,0.0,True,Cldn11
Oligodendrocyte Precursor Cells,0.010849298,0.011439607,0.828,0.172,0.172,0.057333333333333326,False,Cldn11
Medium Spiny Neurons,0.0070769032,0.009591017,0.767,0.233,0.233,0.10125,False,Cldn11
Endocrine Cells,-0.013553792,0.027735312,0.325,0.675,0.325,0.146,False,Cldn11
Neurons,0.0058267945,0.013748224,0.669,0.331,0.331,0.17683333333333331,False,Cldn11
Microglia,-0.00566435,0.018170366,0.373,0.627,0.373,0.20485714285714285,False,Cldn11
Endothelial Cells,-0.01018045,0.030729204,0.38,0.62,0.38,0.22675,False,Cldn11
Excitatory Neurons,0.0029380894,0.012471006,0.589,0.411,0.411,0.24722222222222223,False,Cldn11
Neural Stem Cells,0.00042989006,0.021270683,0.509,0.491,0.491,0.2716,False,Cldn11
Astrocytes,-0.0009816395,0.016447648,0.492,0.508,0.492,0.29163636363636364,False,Cldn11
GABAergic Neurons,-0.001257574,0.01957754,0.496,0.504,0.496,0.3086666666666667,False,Cldn11
