,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.058486134,0.010102731,0.0,1.0,0.0,0.0,True,Ugt8a
Oligodendrocyte Precursor Cells,0.011300376,0.0117817465,0.829,0.171,0.171,0.0855,False,Ugt8a
Neurons,0.008358008,0.013775437,0.728,0.272,0.272,0.1476666666666667,False,Ugt8a
Medium Spiny Neurons,0.0037823224,0.009585028,0.66,0.34,0.34,0.19575000000000004,False,Ugt8a
Endothelial Cells,-0.01038949,0.031036297,0.376,0.624,0.376,0.23180000000000006,False,Ugt8a
Excitatory Neurons,0.003915436,0.012467508,0.618,0.382,0.382,0.2568333333333334,False,Ugt8a
Microglia,-0.0038184589,0.018092385,0.41,0.59,0.41,0.27871428571428575,False,Ugt8a
Astrocytes,0.002407655,0.016267247,0.58,0.42,0.42,0.29637500000000006,False,Ugt8a
Myocytes,-0.0023575122,0.018728405,0.464,0.536,0.464,0.31500000000000006,False,Ugt8a
Neural Stem Cells,0.0019779901,0.021449937,0.535,0.465,0.465,0.33,False,Ugt8a
Endocrine Cells,-0.0015022635,0.027774552,0.487,0.513,0.487,0.3442727272727273,False,Ugt8a
GABAergic Neurons,-0.00088005146,0.019585298,0.502,0.498,0.498,0.35708333333333336,False,Ugt8a
