,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.112428404,0.030190403,1.0,0.0,0.0,0.0,True,Ywhaz
Myocytes,0.04328805,0.01933684,0.99,0.01,0.01,0.005,True,Ywhaz
Neural Stem Cells,-0.02847756,0.018670978,0.074,0.926,0.074,0.027999999999999997,True,Ywhaz
Oligodendrocyte Precursor Cells,0.012409015,0.011898756,0.848,0.152,0.152,0.059,False,Ywhaz
Medium Spiny Neurons,-0.0091298,0.01230379,0.237,0.763,0.237,0.09459999999999999,False,Ywhaz
Astrocytes,0.01149477,0.017576583,0.752,0.248,0.248,0.12016666666666666,False,Ywhaz
GABAergic Neurons,-0.014667014,0.025223188,0.286,0.714,0.286,0.14385714285714285,False,Ywhaz
Microglia,-0.0072616627,0.020208484,0.36,0.64,0.36,0.170875,False,Ywhaz
Endothelial Cells,-0.0069073136,0.028808627,0.407,0.593,0.407,0.19711111111111113,False,Ywhaz
Neurons,-0.0010739864,0.01126831,0.465,0.535,0.465,0.2239,False,Ywhaz
Excitatory Neurons,-0.0016475728,0.017909277,0.466,0.534,0.466,0.2459090909090909,False,Ywhaz
Oligodendrocytes,-0.00090096216,0.010134529,0.474,0.526,0.474,0.2649166666666667,False,Ywhaz
