,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Neurons,0.025447976,0.013010372,0.976,0.024,0.024,0.024,True,Slc32a1
Oligodendrocyte Precursor Cells,0.021183992,0.011571835,0.97,0.03,0.03,0.027,True,Slc32a1
Myocytes,0.02122969,0.01882122,0.868,0.132,0.132,0.062,False,Slc32a1
Endocrine Cells,0.016169338,0.0277563,0.73,0.27,0.27,0.114,False,Slc32a1
Astrocytes,0.009073087,0.01638949,0.728,0.272,0.272,0.1456,False,Slc32a1
Neural Stem Cells,0.011712786,0.021227302,0.707,0.293,0.293,0.17016666666666666,False,Slc32a1
GABAergic Neurons,0.010918176,0.023099588,0.68,0.32,0.32,0.19157142857142856,False,Slc32a1
Excitatory Neurons,0.0053409734,0.01253049,0.658,0.342,0.342,0.210375,False,Slc32a1
Oligodendrocytes,0.0036458876,0.010148618,0.637,0.363,0.363,0.22733333333333336,False,Slc32a1
Endothelial Cells,-0.005659737,0.03096838,0.431,0.569,0.431,0.24770000000000003,False,Slc32a1
Microglia,0.0031129706,0.018229384,0.557,0.443,0.443,0.2654545454545455,False,Slc32a1
Medium Spiny Neurons,-0.0014977666,0.010038979,0.446,0.554,0.446,0.2805,False,Slc32a1
