,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014484589,0.011491674,0.899,0.101,0.101,0.101,False,Il18
Neurons,0.010230326,0.0137804225,0.77,0.23,0.23,0.1655,False,Il18
Excitatory Neurons,0.004791491,0.012460587,0.65,0.35,0.35,0.227,False,Il18
Myocytes,0.007114689,0.01872192,0.644,0.356,0.356,0.25925,False,Il18
Medium Spiny Neurons,0.0026960196,0.009538114,0.627,0.373,0.373,0.282,False,Il18
Endothelial Cells,-0.00788424,0.031021276,0.401,0.599,0.401,0.30183333333333334,False,Il18
Oligodendrocytes,-0.0032597014,0.010285356,0.405,0.595,0.405,0.3165714285714286,False,Il18
Microglia,-0.0020349836,0.018115347,0.446,0.554,0.446,0.33275000000000005,False,Il18
Astrocytes,0.00026941468,0.016523523,0.525,0.475,0.475,0.3485555555555556,False,Il18
Neural Stem Cells,0.0012057273,0.021459607,0.521,0.479,0.479,0.36160000000000003,False,Il18
Endocrine Cells,0.00038392982,0.027775982,0.512,0.488,0.488,0.3730909090909092,False,Il18
GABAergic Neurons,-0.0015424463,0.01951828,0.492,0.508,0.492,0.38300000000000006,False,Il18
