,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014256793,0.011421533,0.897,0.103,0.103,0.103,False,Cdc42ep4
Neurons,0.009833527,0.013789224,0.763,0.237,0.237,0.16999999999999998,False,Cdc42ep4
Endocrine Cells,0.010657788,0.0278455,0.653,0.347,0.347,0.22899999999999998,False,Cdc42ep4
Excitatory Neurons,0.0046408973,0.012462532,0.642,0.358,0.358,0.26125,False,Cdc42ep4
Myocytes,0.0030222859,0.018755276,0.569,0.431,0.431,0.2952,False,Cdc42ep4
Neural Stem Cells,0.002748988,0.021340854,0.553,0.447,0.447,0.3205,False,Cdc42ep4
Microglia,-0.0019738292,0.01809802,0.448,0.552,0.448,0.3387142857142857,False,Cdc42ep4
Medium Spiny Neurons,0.00065154315,0.0095727425,0.55,0.45,0.45,0.352625,False,Cdc42ep4
Endothelial Cells,-0.0037937164,0.030735571,0.457,0.543,0.457,0.3642222222222222,False,Cdc42ep4
Astrocytes,0.0005563074,0.016553676,0.538,0.462,0.462,0.374,False,Cdc42ep4
Oligodendrocytes,-0.0010865142,0.010330322,0.473,0.527,0.473,0.383,False,Cdc42ep4
GABAergic Neurons,-0.0015963357,0.01951571,0.491,0.509,0.491,0.39199999999999996,False,Cdc42ep4
