,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.08729699,0.010721194,0.0,1.0,0.0,0.0,True,Ermn
Oligodendrocyte Precursor Cells,0.01022176,0.011403271,0.812,0.188,0.188,0.094,False,Ermn
Medium Spiny Neurons,0.0052326284,0.009560402,0.718,0.282,0.282,0.15666666666666665,False,Ermn
Neurons,0.007625823,0.013730553,0.714,0.286,0.286,0.189,False,Ermn
Myocytes,0.008786945,0.018736608,0.675,0.325,0.325,0.2162,False,Ermn
Endothelial Cells,-0.01300719,0.0309781,0.338,0.662,0.338,0.23650000000000002,False,Ermn
Microglia,-0.005231905,0.01815448,0.379,0.621,0.379,0.25685714285714284,False,Ermn
Excitatory Neurons,0.0031066204,0.012465473,0.593,0.407,0.407,0.275625,False,Ermn
Astrocytes,0.0007935394,0.016356828,0.543,0.457,0.457,0.29577777777777775,False,Ermn
Endocrine Cells,0.0023950052,0.027744107,0.539,0.461,0.461,0.31229999999999997,False,Ermn
Neural Stem Cells,0.0014245447,0.021314286,0.527,0.473,0.473,0.32690909090909087,False,Ermn
GABAergic Neurons,-0.0016606798,0.019564822,0.491,0.509,0.491,0.3405833333333333,False,Ermn
