,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Medium Spiny Neurons,-0.016803619,0.010544805,0.048,0.952,0.048,0.048,True,Ppp1r1b
Myocytes,0.02903263,0.018822348,0.941,0.059,0.059,0.0535,False,Ppp1r1b
Oligodendrocyte Precursor Cells,0.013650141,0.011390085,0.888,0.112,0.112,0.073,False,Ppp1r1b
Neurons,0.010050096,0.013794325,0.766,0.234,0.234,0.11325,False,Ppp1r1b
Endocrine Cells,0.016153453,0.027737897,0.73,0.27,0.27,0.1446,False,Ppp1r1b
Neural Stem Cells,0.011231424,0.021174733,0.701,0.299,0.299,0.17033333333333334,False,Ppp1r1b
Excitatory Neurons,0.0051978184,0.012581963,0.654,0.346,0.346,0.19542857142857142,False,Ppp1r1b
Endothelial Cells,-0.008812626,0.030800825,0.395,0.605,0.395,0.220375,False,Ppp1r1b
Astrocytes,0.002367825,0.016419478,0.576,0.424,0.424,0.243,False,Ppp1r1b
Microglia,-0.0022755999,0.018138304,0.436,0.564,0.436,0.2623,False,Ppp1r1b
Oligodendrocytes,-0.0010153309,0.01026161,0.473,0.527,0.473,0.2814545454545454,False,Ppp1r1b
GABAergic Neurons,0.0003293836,0.019898126,0.525,0.475,0.475,0.2975833333333333,False,Ppp1r1b
