,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,-0.6852752,0.028157022,0.0,1.0,0.0,0.0,True,Prl
Myocytes,-0.64323175,0.019177405,0.0,1.0,0.0,0.0,True,Prl
Oligodendrocyte Precursor Cells,0.011200989,0.01122511,0.835,0.165,0.165,0.055,False,Prl
Endothelial Cells,-0.024549956,0.031099971,0.215,0.785,0.215,0.095,False,Prl
Neurons,0.0059765014,0.013820204,0.673,0.327,0.327,0.14140000000000003,False,Prl
Excitatory Neurons,0.0042149113,0.012432111,0.629,0.371,0.371,0.17966666666666667,False,Prl
Oligodendrocytes,-0.0031279817,0.010367507,0.408,0.592,0.408,0.21228571428571427,False,Prl
Neural Stem Cells,-0.0040304386,0.021575775,0.416,0.584,0.416,0.23775,False,Prl
Microglia,-0.00238353,0.018050974,0.434,0.566,0.434,0.25955555555555554,False,Prl
Medium Spiny Neurons,0.00043533964,0.009556933,0.542,0.458,0.458,0.2794,False,Prl
Astrocytes,-0.002217761,0.016179793,0.465,0.535,0.465,0.29627272727272724,False,Prl
GABAergic Neurons,-0.0019276212,0.019470638,0.482,0.518,0.482,0.31174999999999997,False,Prl
