,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.024263872,0.01878514,0.896,0.104,0.104,0.104,False,Sox10
Oligodendrocytes,-0.009285683,0.009679216,0.161,0.839,0.161,0.1325,False,Sox10
Oligodendrocyte Precursor Cells,0.011826059,0.011836321,0.835,0.165,0.165,0.14333333333333334,False,Sox10
Neurons,0.009344568,0.013833182,0.753,0.247,0.247,0.16925,False,Sox10
Excitatory Neurons,0.004703608,0.012440675,0.647,0.353,0.353,0.20600000000000002,False,Sox10
Astrocytes,0.0038724125,0.016205776,0.621,0.379,0.379,0.23483333333333334,False,Sox10
Endothelial Cells,-0.0083587635,0.031078015,0.399,0.601,0.399,0.2582857142857143,False,Sox10
Neural Stem Cells,0.0051006232,0.021521619,0.595,0.405,0.405,0.276625,False,Sox10
Endocrine Cells,0.0029540954,0.027713602,0.543,0.457,0.457,0.29666666666666663,False,Sox10
Microglia,-0.0012423806,0.018066404,0.462,0.538,0.462,0.31320000000000003,False,Sox10
GABAergic Neurons,-0.0014343368,0.019478936,0.493,0.507,0.493,0.32954545454545453,False,Sox10
Medium Spiny Neurons,-0.0003191978,0.00958776,0.503,0.497,0.497,0.34349999999999997,False,Sox10
