,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.020978421,0.009633755,0.016,0.984,0.016,0.016,True,Cpox
Oligodendrocyte Precursor Cells,0.015499289,0.011445761,0.909,0.091,0.091,0.0535,False,Cpox
Neurons,0.008770904,0.01366946,0.738,0.262,0.262,0.123,False,Cpox
Myocytes,-0.011262679,0.018760737,0.28,0.72,0.28,0.16225,False,Cpox
Excitatory Neurons,0.0048473175,0.012587115,0.65,0.35,0.35,0.1998,False,Cpox
Endocrine Cells,-0.01162647,0.027897678,0.352,0.648,0.352,0.22516666666666665,False,Cpox
Medium Spiny Neurons,0.0031306727,0.009529568,0.641,0.359,0.359,0.24428571428571427,False,Cpox
Astrocytes,0.003928717,0.016294248,0.622,0.378,0.378,0.261,False,Cpox
Endothelial Cells,-0.008114171,0.031013224,0.4,0.6,0.4,0.27644444444444444,False,Cpox
Microglia,-0.0020278355,0.018131422,0.446,0.554,0.446,0.2934,False,Cpox
Neural Stem Cells,0.0027518645,0.021424653,0.553,0.447,0.447,0.3073636363636364,False,Cpox
GABAergic Neurons,-0.0016249194,0.01965047,0.491,0.509,0.491,0.3226666666666667,False,Cpox
