,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.15321459,0.019346278,1.0,0.0,0.0,0.0,True,Apod
Oligodendrocytes,-0.03995659,0.010082048,0.0,1.0,0.0,0.0,True,Apod
Endocrine Cells,0.040645473,0.02840112,0.922,0.078,0.078,0.026,True,Apod
Oligodendrocyte Precursor Cells,0.011963317,0.011356672,0.849,0.151,0.151,0.057249999999999995,False,Apod
Neurons,0.008544821,0.013747547,0.731,0.269,0.269,0.0996,False,Apod
Excitatory Neurons,0.0045467466,0.012457029,0.64,0.36,0.36,0.143,False,Apod
Astrocytes,0.0027024557,0.016734945,0.584,0.416,0.416,0.182,False,Apod
Medium Spiny Neurons,0.0014462275,0.009545336,0.576,0.424,0.424,0.21225,False,Apod
Microglia,-0.0022271173,0.018132864,0.44,0.56,0.44,0.23755555555555555,False,Apod
Neural Stem Cells,-0.0025713886,0.021421574,0.443,0.557,0.443,0.2581,False,Apod
Endothelial Cells,-0.0018597963,0.029638533,0.477,0.523,0.477,0.27799999999999997,False,Apod
GABAergic Neurons,-0.0007467826,0.019541774,0.505,0.495,0.495,0.2960833333333333,False,Apod
