,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.03022307,0.018884271,0.946,0.054,0.054,0.054,False,Fscn1
Neural Stem Cells,0.026448594,0.020576218,0.896,0.104,0.104,0.079,False,Fscn1
Oligodendrocytes,-0.011445401,0.010132005,0.121,0.879,0.121,0.09300000000000001,False,Fscn1
Endocrine Cells,-0.028708298,0.02779308,0.138,0.862,0.138,0.10425000000000001,False,Fscn1
Oligodendrocyte Precursor Cells,0.010853132,0.011851812,0.818,0.182,0.182,0.11979999999999999,False,Fscn1
Excitatory Neurons,0.009876869,0.013537797,0.767,0.233,0.233,0.13866666666666666,False,Fscn1
Microglia,-0.01425699,0.019335244,0.236,0.764,0.236,0.15257142857142858,False,Fscn1
Neurons,0.009070176,0.013210602,0.757,0.243,0.243,0.163875,False,Fscn1
Astrocytes,0.007673863,0.016527887,0.691,0.309,0.309,0.18,False,Fscn1
Endothelial Cells,-0.00838562,0.030802803,0.398,0.602,0.398,0.20179999999999998,False,Fscn1
Medium Spiny Neurons,-0.0019522192,0.009633839,0.426,0.574,0.426,0.22218181818181817,False,Fscn1
GABAergic Neurons,-0.0005309989,0.020422002,0.507,0.493,0.493,0.24475,False,Fscn1
