,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.099328406,0.028718699,1.0,0.0,0.0,0.0,True,Cxcl14
Oligodendrocyte Precursor Cells,0.014180237,0.011508498,0.894,0.106,0.106,0.053,False,Cxcl14
Neurons,0.010423844,0.013737548,0.773,0.227,0.227,0.111,False,Cxcl14
Excitatory Neurons,0.0044745654,0.012544683,0.639,0.361,0.361,0.1735,False,Cxcl14
Endothelial Cells,-0.009951629,0.030871795,0.383,0.617,0.383,0.21539999999999998,False,Cxcl14
Neural Stem Cells,0.00581388,0.021494327,0.611,0.389,0.389,0.24433333333333332,False,Cxcl14
Astrocytes,0.0032053518,0.016719405,0.6,0.4,0.4,0.26657142857142857,False,Cxcl14
GABAergic Neurons,-0.0038022003,0.019908795,0.439,0.561,0.439,0.288125,False,Cxcl14
Microglia,-0.0019145507,0.01814915,0.45,0.55,0.45,0.30611111111111117,False,Cxcl14
Oligodendrocytes,-0.0013339061,0.010290835,0.465,0.535,0.465,0.322,False,Cxcl14
Myocytes,-0.0021846753,0.018731747,0.468,0.532,0.468,0.3352727272727273,False,Cxcl14
Medium Spiny Neurons,-0.00051987416,0.009544968,0.493,0.507,0.493,0.34841666666666665,False,Cxcl14
