,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.010402734,0.008713937,0.107,0.893,0.107,0.107,False,Npc1
Oligodendrocyte Precursor Cells,0.014354421,0.0118300505,0.89,0.11,0.11,0.1085,False,Npc1
Neurons,0.011381008,0.013638009,0.797,0.203,0.203,0.14,False,Npc1
Excitatory Neurons,0.005676482,0.01256801,0.667,0.333,0.333,0.18825000000000003,False,Npc1
Medium Spiny Neurons,0.0034194223,0.009546226,0.65,0.35,0.35,0.22060000000000005,False,Npc1
Neural Stem Cells,0.0070071337,0.021274298,0.634,0.366,0.366,0.24483333333333338,False,Npc1
Myocytes,0.00650382,0.018851498,0.632,0.368,0.368,0.26242857142857146,False,Npc1
Endothelial Cells,-0.008216057,0.030866655,0.399,0.601,0.399,0.2795,False,Npc1
Astrocytes,0.0025210353,0.016692718,0.581,0.419,0.419,0.29500000000000004,False,Npc1
GABAergic Neurons,0.00016612622,0.019752394,0.522,0.478,0.478,0.3133,False,Npc1
Microglia,0.0014072453,0.018463438,0.513,0.487,0.487,0.3290909090909091,False,Npc1
Endocrine Cells,-0.0011961642,0.028078077,0.492,0.508,0.492,0.3426666666666667,False,Npc1
