,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013185309,0.011263774,0.883,0.117,0.117,0.117,False,Mcam
Neurons,0.009941671,0.0138368625,0.763,0.237,0.237,0.177,False,Mcam
Neural Stem Cells,0.009075951,0.021497795,0.661,0.339,0.339,0.231,False,Mcam
Excitatory Neurons,0.0049972674,0.012436471,0.654,0.346,0.346,0.25975000000000004,False,Mcam
Astrocytes,0.0046667703,0.01620902,0.639,0.361,0.361,0.28,False,Mcam
Endothelial Cells,-0.009041922,0.03086358,0.393,0.607,0.393,0.29883333333333334,False,Mcam
Oligodendrocytes,-0.0034572524,0.0098528,0.394,0.606,0.394,0.31242857142857144,False,Mcam
Medium Spiny Neurons,0.0012113565,0.009588625,0.564,0.436,0.436,0.327875,False,Mcam
Myocytes,-0.0031626297,0.018716305,0.444,0.556,0.444,0.3407777777777778,False,Mcam
Endocrine Cells,0.0028784983,0.027726578,0.543,0.457,0.457,0.3524,False,Mcam
Microglia,-0.00079004065,0.018063886,0.47,0.53,0.47,0.3630909090909091,False,Mcam
GABAergic Neurons,-0.00042183112,0.019487886,0.508,0.492,0.492,0.3738333333333333,False,Mcam
