,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.13245185,0.019129034,0.0,1.0,0.0,0.0,True,Tsc22d3
Astrocytes,0.037059017,0.01733796,0.98,0.02,0.02,0.01,True,Tsc22d3
Oligodendrocyte Precursor Cells,0.019962005,0.011618457,0.961,0.039,0.039,0.019666666666666666,True,Tsc22d3
Neurons,0.016899632,0.013424455,0.9,0.1,0.1,0.03975,True,Tsc22d3
Endocrine Cells,0.03270216,0.028460411,0.874,0.126,0.126,0.05700000000000001,False,Tsc22d3
Endothelial Cells,0.024331426,0.029879062,0.785,0.215,0.215,0.08333333333333333,False,Tsc22d3
Excitatory Neurons,0.007319332,0.012670109,0.72,0.28,0.28,0.11142857142857143,False,Tsc22d3
Neural Stem Cells,-0.010981803,0.020852938,0.288,0.712,0.288,0.1335,False,Tsc22d3
Oligodendrocytes,-0.004835493,0.009556575,0.324,0.676,0.324,0.15466666666666667,False,Tsc22d3
Medium Spiny Neurons,0.003441207,0.009522838,0.651,0.349,0.349,0.1741,False,Tsc22d3
Microglia,0.006417532,0.0184397,0.638,0.362,0.362,0.1911818181818182,False,Tsc22d3
GABAergic Neurons,0.0034622028,0.019987026,0.581,0.419,0.419,0.2101666666666667,False,Tsc22d3
