,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.01474184,0.011338747,0.903,0.097,0.097,0.097,False,Fos
Neurons,0.011490102,0.013618409,0.799,0.201,0.201,0.14900000000000002,False,Fos
Astrocytes,0.007649867,0.016316729,0.691,0.309,0.309,0.20233333333333334,False,Fos
Excitatory Neurons,0.0060266675,0.012752007,0.676,0.324,0.324,0.23275,False,Fos
Medium Spiny Neurons,-0.0045718355,0.009509412,0.331,0.669,0.331,0.2524,False,Fos
Endocrine Cells,-0.010649676,0.027947119,0.367,0.633,0.367,0.2715,False,Fos
Neural Stem Cells,0.006044554,0.021489054,0.618,0.382,0.382,0.2872857142857143,False,Fos
Endothelial Cells,-0.007844557,0.031021541,0.402,0.598,0.402,0.30162500000000003,False,Fos
Myocytes,-0.004383483,0.018885555,0.411,0.589,0.411,0.3137777777777778,False,Fos
Oligodendrocytes,0.0009012305,0.010301536,0.541,0.459,0.459,0.32830000000000004,False,Fos
Microglia,-0.0011981018,0.018105865,0.464,0.536,0.464,0.3406363636363637,False,Fos
GABAergic Neurons,-0.0007642213,0.019730886,0.505,0.495,0.495,0.3535,False,Fos
