,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.010299752,0.01169223,0.809,0.191,0.191,0.191,False,Nhsl1
Neural Stem Cells,0.018718513,0.021163123,0.804,0.196,0.196,0.1935,False,Nhsl1
Neurons,0.0106578125,0.013704969,0.78,0.22,0.22,0.20233333333333334,False,Nhsl1
Endocrine Cells,0.016502885,0.027979147,0.73,0.27,0.27,0.21925,False,Nhsl1
Myocytes,0.009535211,0.018765075,0.684,0.316,0.316,0.2386,False,Nhsl1
Excitatory Neurons,0.005253675,0.012505931,0.655,0.345,0.345,0.25633333333333336,False,Nhsl1
Endothelial Cells,-0.011571834,0.030671174,0.354,0.646,0.354,0.2702857142857143,False,Nhsl1
Astrocytes,0.003983812,0.01676695,0.62,0.38,0.38,0.284,False,Nhsl1
Microglia,-0.0011248554,0.018138511,0.466,0.534,0.466,0.3042222222222222,False,Nhsl1
Medium Spiny Neurons,0.0002019527,0.009536247,0.527,0.473,0.473,0.3211,False,Nhsl1
Oligodendrocytes,-0.00053998095,0.010279562,0.488,0.512,0.488,0.3362727272727273,False,Nhsl1
GABAergic Neurons,-0.0014929763,0.019550623,0.492,0.508,0.492,0.34925,False,Nhsl1
