,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013840463,0.01146156,0.889,0.111,0.111,0.111,False,Tnfrsf1a
Neurons,0.009941152,0.013807914,0.764,0.236,0.236,0.1735,False,Tnfrsf1a
Astrocytes,0.006006413,0.016393043,0.659,0.341,0.341,0.2293333333333333,False,Tnfrsf1a
Excitatory Neurons,0.0048633097,0.01243937,0.653,0.347,0.347,0.25875,False,Tnfrsf1a
Endothelial Cells,-0.008365178,0.030843025,0.399,0.601,0.399,0.2868,False,Tnfrsf1a
Medium Spiny Neurons,0.0011769041,0.009548316,0.564,0.436,0.436,0.31166666666666665,False,Tnfrsf1a
Neural Stem Cells,0.0007716466,0.021465313,0.514,0.486,0.486,0.3365714285714286,False,Tnfrsf1a
Myocytes,-0.00055402756,0.018753402,0.509,0.491,0.491,0.355875,False,Tnfrsf1a
Oligodendrocytes,-0.00012340276,0.01035135,0.507,0.493,0.493,0.3711111111111111,False,Tnfrsf1a
Endocrine Cells,-0.0008064197,0.028032528,0.499,0.501,0.499,0.3839,False,Tnfrsf1a
GABAergic Neurons,-0.0011141245,0.019480804,0.499,0.501,0.499,0.39436363636363636,False,Tnfrsf1a
Microglia,0.001034651,0.018325008,0.5,0.5,0.5,0.4031666666666667,False,Tnfrsf1a
