,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013891034,0.011306555,0.894,0.106,0.106,0.106,False,Flt1
Neurons,0.010047705,0.013804161,0.766,0.234,0.234,0.17,False,Flt1
Myocytes,-0.009014555,0.01874911,0.315,0.685,0.315,0.21833333333333335,False,Flt1
Excitatory Neurons,0.005180796,0.012441217,0.655,0.345,0.345,0.25,False,Flt1
Astrocytes,0.0048082196,0.016239312,0.641,0.359,0.359,0.2718,False,Flt1
Endothelial Cells,-0.009531549,0.029976571,0.383,0.617,0.383,0.29033333333333333,False,Flt1
Medium Spiny Neurons,0.0016812821,0.0095405,0.586,0.414,0.414,0.308,False,Flt1
Neural Stem Cells,0.0023816566,0.021531757,0.545,0.455,0.455,0.326375,False,Flt1
Endocrine Cells,0.0027641694,0.02782488,0.541,0.459,0.459,0.34111111111111114,False,Flt1
Microglia,0.00030645414,0.018101882,0.492,0.508,0.492,0.3562,False,Flt1
Oligodendrocytes,-0.0004219251,0.010351332,0.492,0.508,0.492,0.36854545454545456,False,Flt1
GABAergic Neurons,-0.0008195072,0.019487476,0.503,0.497,0.497,0.37925000000000003,False,Flt1
