,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.05021862,0.018885328,0.998,0.002,0.002,0.002,True,Zic2
Oligodendrocyte Precursor Cells,0.012510357,0.011270658,0.868,0.132,0.132,0.067,False,Zic2
Neurons,0.0096675,0.013664033,0.761,0.239,0.239,0.12433333333333334,False,Zic2
Astrocytes,0.0060681235,0.016406192,0.661,0.339,0.339,0.178,False,Zic2
Excitatory Neurons,0.0042844047,0.012439628,0.632,0.368,0.368,0.21600000000000003,False,Zic2
Endocrine Cells,0.008112259,0.02778527,0.618,0.382,0.382,0.2436666666666667,False,Zic2
Endothelial Cells,-0.004576426,0.030667307,0.446,0.554,0.446,0.2725714285714286,False,Zic2
Medium Spiny Neurons,0.0006119853,0.009550642,0.548,0.452,0.452,0.29500000000000004,False,Zic2
Microglia,-0.00084532605,0.018077793,0.468,0.532,0.468,0.31422222222222224,False,Zic2
GABAergic Neurons,-0.001914717,0.019484783,0.482,0.518,0.482,0.33100000000000007,False,Zic2
Oligodendrocytes,-0.00047901564,0.010345107,0.49,0.51,0.49,0.3454545454545455,False,Zic2
Neural Stem Cells,0.0001911691,0.02150386,0.501,0.499,0.499,0.35825,False,Zic2
