,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.027013713,0.018795934,0.925,0.075,0.075,0.075,False,Pcdh15
Neurons,0.010751006,0.01373313,0.782,0.218,0.218,0.1465,False,Pcdh15
Oligodendrocyte Precursor Cells,0.0082865385,0.011842098,0.755,0.245,0.245,0.17933333333333334,False,Pcdh15
Astrocytes,0.0044965902,0.016222307,0.635,0.365,0.365,0.22575,False,Pcdh15
Excitatory Neurons,0.0043547573,0.012508382,0.634,0.366,0.366,0.2538,False,Pcdh15
Endothelial Cells,-0.0076883873,0.03107016,0.404,0.596,0.404,0.2788333333333333,False,Pcdh15
Neural Stem Cells,0.004974092,0.021512711,0.594,0.406,0.406,0.29700000000000004,False,Pcdh15
Endocrine Cells,0.005075706,0.02774352,0.575,0.425,0.425,0.313,False,Pcdh15
Oligodendrocytes,-0.0016642913,0.010291068,0.452,0.548,0.452,0.32844444444444443,False,Pcdh15
Medium Spiny Neurons,0.00028163588,0.009584759,0.535,0.465,0.465,0.34209999999999996,False,Pcdh15
Microglia,-0.001105204,0.018073795,0.466,0.534,0.466,0.3533636363636364,False,Pcdh15
GABAergic Neurons,-0.001499918,0.019617645,0.492,0.508,0.492,0.3649166666666666,False,Pcdh15
