,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013573346,0.011295318,0.888,0.112,0.112,0.112,False,Cbs
Neurons,0.009858647,0.013789515,0.763,0.237,0.237,0.1745,False,Cbs
Myocytes,0.011298635,0.018729236,0.715,0.285,0.285,0.2113333333333333,False,Cbs
Excitatory Neurons,0.005004592,0.012469595,0.654,0.346,0.346,0.24499999999999997,False,Cbs
Endothelial Cells,-0.008754556,0.031003695,0.395,0.605,0.395,0.275,False,Cbs
Astrocytes,0.002494644,0.01669317,0.581,0.419,0.419,0.299,False,Cbs
Medium Spiny Neurons,0.0012901024,0.00957387,0.57,0.43,0.43,0.3177142857142857,False,Cbs
Endocrine Cells,0.003841246,0.027716437,0.557,0.443,0.443,0.33337500000000003,False,Cbs
Microglia,-0.0020366556,0.018089455,0.446,0.554,0.446,0.3458888888888889,False,Cbs
Oligodendrocytes,-0.0010054113,0.010322007,0.473,0.527,0.473,0.35860000000000003,False,Cbs
Neural Stem Cells,-0.00062309223,0.021336082,0.484,0.516,0.484,0.37000000000000005,False,Cbs
GABAergic Neurons,-0.0014936898,0.01951165,0.492,0.508,0.492,0.3801666666666667,False,Cbs
