,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Neural Stem Cells,-0.07029814,0.02082625,0.0,1.0,0.0,0.0,True,Slc6a11
Astrocytes,-0.054814197,0.018574152,0.002,0.998,0.002,0.001,True,Slc6a11
Endocrine Cells,-0.053530302,0.027763678,0.029,0.971,0.029,0.010333333333333333,True,Slc6a11
Myocytes,0.036363486,0.01893461,0.971,0.029,0.029,0.015,True,Slc6a11
Endothelial Cells,-0.029912692,0.03007034,0.158,0.842,0.158,0.0436,True,Slc6a11
Oligodendrocytes,-0.007817569,0.0095738005,0.204,0.796,0.204,0.07033333333333333,False,Slc6a11
Medium Spiny Neurons,-0.0048294785,0.009494117,0.317,0.683,0.317,0.10557142857142857,False,Slc6a11
Microglia,-0.00800571,0.018586766,0.339,0.661,0.339,0.13475,False,Slc6a11
Oligodendrocyte Precursor Cells,0.0042615705,0.011867811,0.647,0.353,0.353,0.159,False,Slc6a11
Neurons,0.0042152344,0.012767484,0.641,0.359,0.359,0.179,False,Slc6a11
Excitatory Neurons,0.0038780486,0.0126921395,0.616,0.384,0.384,0.19763636363636364,False,Slc6a11
GABAergic Neurons,-0.0020973694,0.019951472,0.479,0.521,0.479,0.22108333333333333,False,Slc6a11
