,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.0825385,0.01908327,1.0,0.0,0.0,0.0,True,Slc1a3
Neural Stem Cells,-0.08116357,0.019272303,0.0,1.0,0.0,0.0,True,Slc1a3
Medium Spiny Neurons,0.016419908,0.009572939,0.95,0.05,0.05,0.016666666666666666,True,Slc1a3
Neurons,0.018109418,0.0128873605,0.923,0.077,0.077,0.03175,True,Slc1a3
Oligodendrocyte Precursor Cells,0.014278999,0.011829114,0.888,0.112,0.112,0.047799999999999995,True,Slc1a3
Astrocytes,-0.019313898,0.019851722,0.167,0.833,0.167,0.06766666666666667,False,Slc1a3
Endocrine Cells,0.021873467,0.02782694,0.79,0.21,0.21,0.088,False,Slc1a3
Endothelial Cells,-0.019762931,0.029134454,0.254,0.746,0.254,0.10875,False,Slc1a3
Excitatory Neurons,0.004291207,0.013128699,0.625,0.375,0.375,0.13833333333333334,False,Slc1a3
Microglia,-0.0044680885,0.019245563,0.404,0.596,0.404,0.1649,False,Slc1a3
Oligodendrocytes,0.00051110075,0.009349812,0.526,0.474,0.474,0.19300000000000003,False,Slc1a3
GABAergic Neurons,-0.0017402034,0.020435952,0.491,0.509,0.491,0.21783333333333335,False,Slc1a3
