,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.010735301,0.011447364,0.823,0.177,0.177,0.177,False,Prkcd
Neurons,-0.008302477,0.013041459,0.255,0.745,0.255,0.216,False,Prkcd
Excitatory Neurons,0.008166494,0.012478907,0.742,0.258,0.258,0.22999999999999998,False,Prkcd
Endothelial Cells,-0.010927146,0.030861158,0.362,0.638,0.362,0.263,False,Prkcd
Astrocytes,0.0041369996,0.016447552,0.628,0.372,0.372,0.2848,False,Prkcd
Neural Stem Cells,0.0064992364,0.021487724,0.627,0.373,0.373,0.2995,False,Prkcd
Oligodendrocytes,-0.0037388308,0.010181945,0.381,0.619,0.381,0.3111428571428571,False,Prkcd
GABAergic Neurons,-0.0056900927,0.019565126,0.393,0.607,0.393,0.32137499999999997,False,Prkcd
Medium Spiny Neurons,0.0020214552,0.009565605,0.598,0.402,0.402,0.3303333333333333,False,Prkcd
Microglia,-0.0010273249,0.018723216,0.467,0.533,0.467,0.344,False,Prkcd
Myocytes,0.00083051564,0.01873161,0.528,0.472,0.472,0.35563636363636364,False,Prkcd
Endocrine Cells,0.0004981746,0.027968299,0.513,0.487,0.487,0.3665833333333333,False,Prkcd
