,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014977007,0.011480626,0.903,0.097,0.097,0.097,False,Ece1
Neurons,0.010578683,0.0137111945,0.778,0.222,0.222,0.1595,False,Ece1
Endocrine Cells,-0.021680705,0.028885558,0.23,0.77,0.23,0.18300000000000002,False,Ece1
Oligodendrocytes,0.0059255515,0.010244478,0.715,0.285,0.285,0.20850000000000002,False,Ece1
Excitatory Neurons,0.0062922183,0.012561307,0.689,0.311,0.311,0.229,False,Ece1
Endothelial Cells,-0.012985928,0.030416586,0.336,0.664,0.336,0.24683333333333335,False,Ece1
Neural Stem Cells,0.006926281,0.021377118,0.63,0.37,0.37,0.2644285714285714,False,Ece1
Myocytes,0.006174739,0.01890389,0.627,0.373,0.373,0.278,False,Ece1
Astrocytes,0.0029605443,0.01640314,0.594,0.406,0.406,0.29222222222222227,False,Ece1
Medium Spiny Neurons,0.00046409015,0.009538543,0.543,0.457,0.457,0.30870000000000003,False,Ece1
Microglia,-0.0011335657,0.018106835,0.466,0.534,0.466,0.323,False,Ece1
GABAergic Neurons,-0.0014072569,0.019630667,0.495,0.505,0.495,0.3373333333333333,False,Ece1
