,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.11926384,0.018960014,0.0,1.0,0.0,0.0,True,Sgk1
Oligodendrocytes,0.034073208,0.010027249,0.999,0.001,0.001,0.0005,True,Sgk1
Oligodendrocyte Precursor Cells,0.021129977,0.011632438,0.97,0.03,0.03,0.010333333333333333,True,Sgk1
Neurons,0.012912527,0.013699105,0.819,0.181,0.181,0.053,False,Sgk1
Microglia,-0.016681856,0.018512007,0.198,0.802,0.198,0.082,False,Sgk1
Medium Spiny Neurons,0.005809823,0.009516495,0.734,0.266,0.266,0.11266666666666668,False,Sgk1
Astrocytes,0.008742275,0.016327279,0.717,0.283,0.283,0.137,False,Sgk1
Excitatory Neurons,0.006853386,0.012614141,0.709,0.291,0.291,0.15625,False,Sgk1
Neural Stem Cells,0.0071881455,0.021440055,0.636,0.364,0.364,0.17933333333333332,False,Sgk1
Endocrine Cells,-0.0025952877,0.027983904,0.468,0.532,0.468,0.2082,False,Sgk1
Endothelial Cells,-0.0027921393,0.030646991,0.468,0.532,0.468,0.2318181818181818,False,Sgk1
GABAergic Neurons,0.0008439274,0.019746827,0.531,0.469,0.469,0.2515833333333333,False,Sgk1
