,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.04284519,0.028619174,0.933,0.067,0.067,0.067,False,Il6st
Oligodendrocyte Precursor Cells,0.016440976,0.011645361,0.921,0.079,0.079,0.07300000000000001,False,Il6st
Microglia,-0.018983798,0.018386008,0.153,0.847,0.153,0.09966666666666668,False,Il6st
Myocytes,-0.019853106,0.018896129,0.154,0.846,0.154,0.11325000000000002,False,Il6st
Neurons,0.010294783,0.013636289,0.772,0.228,0.228,0.13620000000000002,False,Il6st
Endothelial Cells,-0.0104715815,0.030446514,0.368,0.632,0.368,0.1748333333333333,False,Il6st
Excitatory Neurons,0.004243483,0.012533557,0.629,0.371,0.371,0.20285714285714285,False,Il6st
Astrocytes,0.0033090536,0.016683027,0.6,0.4,0.4,0.22749999999999998,False,Il6st
Neural Stem Cells,-0.002031254,0.021156302,0.45,0.55,0.45,0.25222222222222224,False,Il6st
Medium Spiny Neurons,0.00063863606,0.009514586,0.549,0.451,0.451,0.2721,False,Il6st
Oligodendrocytes,0.00072107534,0.010055637,0.532,0.468,0.468,0.2899090909090909,False,Il6st
GABAergic Neurons,-0.0012430229,0.019691061,0.496,0.504,0.496,0.3070833333333333,False,Il6st
