,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.023229266,0.012070225,0.982,0.018,0.018,0.018,True,Gpr17
Neurons,0.009905653,0.013817363,0.763,0.237,0.237,0.1275,False,Gpr17
Excitatory Neurons,0.0049880506,0.012445819,0.654,0.346,0.346,0.20033333333333334,False,Gpr17
Myocytes,0.00700819,0.01871078,0.643,0.357,0.357,0.2395,False,Gpr17
Astrocytes,0.0046031363,0.016214915,0.637,0.363,0.363,0.2642,False,Gpr17
Neural Stem Cells,0.0068005365,0.02151385,0.63,0.37,0.37,0.2818333333333333,False,Gpr17
Endothelial Cells,-0.008097529,0.031073777,0.4,0.6,0.4,0.29871428571428565,False,Gpr17
Medium Spiny Neurons,0.0013067509,0.009590344,0.57,0.43,0.43,0.315125,False,Gpr17
Endocrine Cells,0.0028288926,0.027707648,0.542,0.458,0.458,0.331,False,Gpr17
Microglia,-0.0007871582,0.01807608,0.47,0.53,0.47,0.3449,False,Gpr17
GABAergic Neurons,-0.0008706085,0.019492446,0.503,0.497,0.497,0.35872727272727273,False,Gpr17
Oligodendrocytes,-0.00028946076,0.010274725,0.498,0.502,0.498,0.37033333333333335,False,Gpr17
