,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Microglia,-0.057922505,0.021470679,0.002,0.998,0.002,0.002,True,Cx3cr1
Oligodendrocyte Precursor Cells,0.01381302,0.0112645235,0.894,0.106,0.106,0.054,False,Cx3cr1
Neurons,0.009679979,0.013825479,0.758,0.242,0.242,0.11666666666666665,False,Cx3cr1
Excitatory Neurons,0.00463669,0.012456313,0.642,0.358,0.358,0.177,False,Cx3cr1
Astrocytes,0.0045161424,0.016238637,0.635,0.365,0.365,0.21459999999999999,False,Cx3cr1
Endothelial Cells,-0.009217137,0.031029116,0.392,0.608,0.392,0.24416666666666664,False,Cx3cr1
Myocytes,0.0052595036,0.01871018,0.604,0.396,0.396,0.26585714285714285,False,Cx3cr1
Neural Stem Cells,0.0049987393,0.02152782,0.595,0.405,0.405,0.28325,False,Cx3cr1
Medium Spiny Neurons,0.0012651739,0.0095762275,0.569,0.431,0.431,0.2996666666666667,False,Cx3cr1
Endocrine Cells,0.003123707,0.027742326,0.545,0.455,0.455,0.31520000000000004,False,Cx3cr1
Oligodendrocytes,-0.0009928489,0.010334307,0.474,0.526,0.474,0.32963636363636367,False,Cx3cr1
GABAergic Neurons,-0.0011037983,0.019494273,0.499,0.501,0.499,0.34375,False,Cx3cr1
