,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,-0.07473486,0.027777417,0.003,0.997,0.003,0.003,True,Tnr
Myocytes,0.03660672,0.018846825,0.973,0.027,0.027,0.015,True,Tnr
Neurons,0.008282101,0.013363567,0.73,0.27,0.27,0.10000000000000002,False,Tnr
Oligodendrocyte Precursor Cells,0.0040560085,0.0127662765,0.631,0.369,0.369,0.16725,False,Tnr
Medium Spiny Neurons,0.0025331136,0.009512709,0.62,0.38,0.38,0.2098,False,Tnr
Astrocytes,0.0034655514,0.016402718,0.606,0.394,0.394,0.24050000000000002,False,Tnr
Endothelial Cells,-0.008780603,0.030989861,0.395,0.605,0.395,0.26257142857142857,False,Tnr
Excitatory Neurons,0.00228218,0.012961266,0.568,0.432,0.432,0.28375,False,Tnr
Neural Stem Cells,-0.0018426423,0.021352386,0.453,0.547,0.453,0.3025555555555555,False,Tnr
Microglia,-0.001500336,0.018170979,0.459,0.541,0.459,0.3182,False,Tnr
GABAergic Neurons,-0.002479443,0.020176167,0.472,0.528,0.472,0.3321818181818182,False,Tnr
Oligodendrocytes,-0.0009814044,0.010128159,0.474,0.526,0.474,0.34400000000000003,False,Tnr
