,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.016197968,0.0113457935,0.923,0.077,0.077,0.077,False,Ddit3
Myocytes,0.026041532,0.018837513,0.913,0.087,0.087,0.08199999999999999,False,Ddit3
Neurons,0.010228876,0.013742777,0.77,0.23,0.23,0.13133333333333333,False,Ddit3
Oligodendrocytes,0.006398982,0.010238733,0.73,0.27,0.27,0.166,False,Ddit3
Excitatory Neurons,0.0053873397,0.012490532,0.661,0.339,0.339,0.20060000000000003,False,Ddit3
Neural Stem Cells,0.008081126,0.021442305,0.647,0.353,0.353,0.226,False,Ddit3
Astrocytes,0.004395747,0.016264295,0.632,0.368,0.368,0.2462857142857143,False,Ddit3
Endocrine Cells,0.008527501,0.027931334,0.626,0.374,0.374,0.26225000000000004,False,Ddit3
Endothelial Cells,-0.007433845,0.03101976,0.407,0.593,0.407,0.2783333333333334,False,Ddit3
Medium Spiny Neurons,0.0009681563,0.009529427,0.562,0.438,0.438,0.29430000000000006,False,Ddit3
Microglia,-2.537137e-05,0.018112568,0.488,0.512,0.488,0.31190909090909097,False,Ddit3
GABAergic Neurons,-0.0013690112,0.019619664,0.496,0.504,0.496,0.32725000000000004,False,Ddit3
