,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.047042258,0.028104797,0.952,0.048,0.048,0.048,True,S100a1
Myocytes,-0.02156509,0.018840376,0.127,0.873,0.127,0.0875,False,S100a1
Oligodendrocytes,0.010638936,0.009709871,0.865,0.135,0.135,0.10333333333333333,False,S100a1
Neurons,0.012276165,0.013682156,0.811,0.189,0.189,0.12475,False,S100a1
Oligodendrocyte Precursor Cells,0.009189061,0.0118438145,0.774,0.226,0.226,0.145,False,S100a1
Astrocytes,0.0052592913,0.016765356,0.645,0.355,0.355,0.18000000000000002,False,S100a1
Excitatory Neurons,0.0046876594,0.012536892,0.644,0.356,0.356,0.20514285714285713,False,S100a1
Medium Spiny Neurons,0.0032069667,0.009539112,0.643,0.357,0.357,0.224125,False,S100a1
Neural Stem Cells,0.0060310895,0.02102494,0.621,0.379,0.379,0.2413333333333333,False,S100a1
Endothelial Cells,-0.0059519536,0.030551428,0.426,0.574,0.426,0.2598,False,S100a1
GABAergic Neurons,-5.2520118e-05,0.019640794,0.516,0.484,0.484,0.28018181818181814,False,S100a1
Microglia,0.000978656,0.018268816,0.5,0.5,0.5,0.2985,False,S100a1
