,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.04940199,0.018927373,0.997,0.003,0.003,0.003,True,Gjb6
Oligodendrocyte Precursor Cells,0.016263017,0.011484569,0.921,0.079,0.079,0.041,True,Gjb6
Neurons,0.014306781,0.013623948,0.849,0.151,0.151,0.07766666666666666,False,Gjb6
Astrocytes,0.018312888,0.01775994,0.847,0.153,0.153,0.0965,False,Gjb6
Medium Spiny Neurons,0.0058932053,0.00953351,0.737,0.263,0.263,0.1298,False,Gjb6
Excitatory Neurons,0.0062049045,0.012531482,0.687,0.313,0.313,0.16033333333333333,False,Gjb6
Endocrine Cells,0.0072971433,0.02780795,0.611,0.389,0.389,0.193,False,Gjb6
Oligodendrocytes,0.0023935947,0.010204412,0.599,0.401,0.401,0.219,False,Gjb6
Neural Stem Cells,0.00423452,0.021412928,0.584,0.416,0.416,0.2408888888888889,False,Gjb6
GABAergic Neurons,0.0009992466,0.019609181,0.535,0.465,0.465,0.2633,False,Gjb6
Endothelial Cells,-0.0019810835,0.030472165,0.475,0.525,0.475,0.28254545454545454,False,Gjb6
Microglia,-0.00044605637,0.01821303,0.477,0.523,0.477,0.29875,False,Gjb6
