,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013318912,0.011220639,0.886,0.114,0.114,0.114,False,Ccl2
Neurons,0.009274872,0.013823223,0.752,0.248,0.248,0.181,False,Ccl2
Excitatory Neurons,0.0047424496,0.01243114,0.649,0.351,0.351,0.23766666666666666,False,Ccl2
Myocytes,0.006306772,0.01870826,0.632,0.368,0.368,0.27025,False,Ccl2
Astrocytes,0.004044972,0.016192416,0.628,0.372,0.372,0.29059999999999997,False,Ccl2
Endothelial Cells,-0.0077925064,0.031086221,0.402,0.598,0.402,0.30916666666666665,False,Ccl2
Neural Stem Cells,0.004319695,0.021580286,0.585,0.415,0.415,0.3242857142857143,False,Ccl2
Endocrine Cells,0.00488034,0.027773224,0.571,0.429,0.429,0.337375,False,Ccl2
Medium Spiny Neurons,0.00022045328,0.009553501,0.527,0.473,0.473,0.3524444444444444,False,Ccl2
Microglia,-0.000556748,0.018066147,0.473,0.527,0.473,0.36449999999999994,False,Ccl2
Oligodendrocytes,-0.0008790918,0.01037336,0.477,0.523,0.477,0.37472727272727274,False,Ccl2
GABAergic Neurons,-0.0014120151,0.019468727,0.494,0.506,0.494,0.38466666666666666,False,Ccl2
