,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013099661,0.011634649,0.873,0.127,0.127,0.127,False,Gab1
Endocrine Cells,0.022973856,0.027901592,0.8,0.2,0.2,0.1635,False,Gab1
Neurons,0.010253414,0.013796909,0.77,0.23,0.23,0.18566666666666667,False,Gab1
Excitatory Neurons,0.0048887953,0.012452677,0.653,0.347,0.347,0.226,False,Gab1
Astrocytes,0.0038555234,0.016390428,0.62,0.38,0.38,0.25680000000000003,False,Gab1
Endothelial Cells,-0.009307141,0.0308632,0.39,0.61,0.39,0.27899999999999997,False,Gab1
Medium Spiny Neurons,0.00039899422,0.009576706,0.542,0.458,0.458,0.3045714285714286,False,Gab1
Oligodendrocytes,-0.00080884947,0.009479139,0.477,0.523,0.477,0.326125,False,Gab1
Myocytes,-0.0002119526,0.018749515,0.514,0.486,0.486,0.34388888888888886,False,Gab1
Neural Stem Cells,-0.00043163323,0.02123907,0.489,0.511,0.489,0.35839999999999994,False,Gab1
GABAergic Neurons,-0.0012255429,0.019513236,0.496,0.504,0.496,0.3709090909090909,False,Gab1
Microglia,0.00065278105,0.018174166,0.496,0.504,0.496,0.38133333333333336,False,Gab1
