,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013827514,0.0112361275,0.894,0.106,0.106,0.106,False,Mt1
Neurons,0.010109039,0.013814385,0.767,0.233,0.233,0.1695,False,Mt1
Endocrine Cells,0.013424849,0.02791067,0.695,0.305,0.305,0.21466666666666667,False,Mt1
Astrocytes,0.006385312,0.016464703,0.667,0.333,0.333,0.24425000000000002,False,Mt1
Excitatory Neurons,0.0051773237,0.012434149,0.655,0.345,0.345,0.2644,False,Mt1
Neural Stem Cells,0.005965657,0.021456907,0.616,0.384,0.384,0.2843333333333333,False,Mt1
Endothelial Cells,-0.007573605,0.031080075,0.406,0.594,0.406,0.3017142857142857,False,Mt1
Medium Spiny Neurons,0.0013809147,0.009551618,0.57,0.43,0.43,0.31775000000000003,False,Mt1
Oligodendrocytes,0.0011439449,0.010350626,0.555,0.445,0.445,0.3318888888888889,False,Mt1
Myocytes,0.00081292575,0.018719152,0.528,0.472,0.472,0.3459,False,Mt1
Microglia,-0.0003938527,0.01806847,0.48,0.52,0.48,0.35809090909090907,False,Mt1
GABAergic Neurons,-0.00094581215,0.01947887,0.502,0.498,0.498,0.36975,False,Mt1
