,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.05348162,0.018899448,0.998,0.002,0.002,0.002,True,Adcy1
Oligodendrocyte Precursor Cells,0.015875103,0.011695113,0.909,0.091,0.091,0.0465,True,Adcy1
Neurons,0.012304516,0.0134684155,0.813,0.187,0.187,0.09333333333333334,False,Adcy1
Excitatory Neurons,0.012006674,0.013478239,0.809,0.191,0.191,0.11775000000000001,False,Adcy1
Astrocytes,0.0064590485,0.016540527,0.668,0.332,0.332,0.16060000000000002,False,Adcy1
Neural Stem Cells,0.0069130985,0.021373136,0.63,0.37,0.37,0.1955,False,Adcy1
Oligodendrocytes,-0.0031728463,0.010121788,0.405,0.595,0.405,0.22542857142857145,False,Adcy1
Endothelial Cells,-0.0069661927,0.030759653,0.41,0.59,0.41,0.2485,False,Adcy1
Microglia,-0.003641685,0.018350504,0.415,0.585,0.415,0.267,False,Adcy1
Medium Spiny Neurons,0.0013801238,0.009522876,0.57,0.43,0.43,0.2833,False,Adcy1
GABAergic Neurons,0.0025897557,0.020469531,0.562,0.438,0.438,0.2973636363636364,False,Adcy1
Endocrine Cells,0.002227568,0.027733533,0.538,0.462,0.462,0.3110833333333334,False,Adcy1
