,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.06280621,0.018937435,1.0,0.0,0.0,0.0,True,Mlc1
Neural Stem Cells,-0.042305425,0.020455409,0.021,0.979,0.021,0.0105,True,Mlc1
Oligodendrocyte Precursor Cells,0.016401542,0.011643255,0.921,0.079,0.079,0.03333333333333333,True,Mlc1
Neurons,0.01356541,0.01351333,0.838,0.162,0.162,0.0655,False,Mlc1
Endocrine Cells,0.026330704,0.027938353,0.817,0.183,0.183,0.089,False,Mlc1
Medium Spiny Neurons,0.006169668,0.009517243,0.747,0.253,0.253,0.11633333333333333,False,Mlc1
Excitatory Neurons,0.005346136,0.012612274,0.656,0.344,0.344,0.14885714285714283,False,Mlc1
Endothelial Cells,-0.01001303,0.030324178,0.38,0.62,0.38,0.17774999999999996,False,Mlc1
Astrocytes,0.003474317,0.01739216,0.601,0.399,0.399,0.2023333333333333,False,Mlc1
Oligodendrocytes,0.0015008536,0.010051991,0.571,0.429,0.429,0.22499999999999995,False,Mlc1
Microglia,-0.0005948271,0.018369438,0.473,0.527,0.473,0.24754545454545449,False,Mlc1
GABAergic Neurons,0.0002281875,0.019748868,0.523,0.477,0.477,0.2666666666666666,False,Mlc1
