,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.029003067,0.01877594,0.941,0.059,0.059,0.059,False,Crym
Oligodendrocyte Precursor Cells,0.012007212,0.011307896,0.852,0.148,0.148,0.1035,False,Crym
Neural Stem Cells,-0.020205291,0.021383883,0.171,0.829,0.171,0.126,False,Crym
Neurons,0.008528049,0.013797064,0.73,0.27,0.27,0.162,False,Crym
Medium Spiny Neurons,0.005365726,0.009489815,0.722,0.278,0.278,0.1852,False,Crym
Endocrine Cells,0.011512191,0.027803227,0.667,0.333,0.333,0.20983333333333334,False,Crym
Excitatory Neurons,0.0051312237,0.012662955,0.654,0.346,0.346,0.2292857142857143,False,Crym
Endothelial Cells,-0.009438546,0.031052085,0.39,0.61,0.39,0.249375,False,Crym
Astrocytes,0.0014293678,0.016232613,0.556,0.444,0.444,0.271,False,Crym
Microglia,-0.0017651216,0.01809188,0.453,0.547,0.453,0.2892,False,Crym
GABAergic Neurons,-0.0024063215,0.019683944,0.473,0.527,0.473,0.3059090909090909,False,Crym
Oligodendrocytes,-0.0010096534,0.010341469,0.473,0.527,0.473,0.3198333333333333,False,Crym
