,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.09768745,0.029037891,1.0,0.0,0.0,0.0,True,Anxa2
Oligodendrocyte Precursor Cells,0.012742476,0.011257439,0.874,0.126,0.126,0.063,False,Anxa2
Neurons,0.008992064,0.0137954345,0.741,0.259,0.259,0.12833333333333333,False,Anxa2
Excitatory Neurons,0.004566076,0.012436816,0.64,0.36,0.36,0.18625,False,Anxa2
Astrocytes,0.0032476706,0.016474703,0.6,0.4,0.4,0.229,False,Anxa2
Endothelial Cells,-0.0070266435,0.03054807,0.409,0.591,0.409,0.259,False,Anxa2
Neural Stem Cells,-0.003092579,0.02090535,0.432,0.568,0.432,0.2837142857142857,False,Anxa2
Myocytes,0.0006765411,0.018875523,0.526,0.474,0.474,0.3075,False,Anxa2
Microglia,0.0017469452,0.01810537,0.523,0.477,0.477,0.3263333333333333,False,Anxa2
Oligodendrocytes,0.0004978335,0.010234358,0.523,0.477,0.477,0.3414,False,Anxa2
Medium Spiny Neurons,-0.00021329045,0.009548405,0.512,0.488,0.488,0.3547272727272727,False,Anxa2
GABAergic Neurons,-0.0014858611,0.01949516,0.492,0.508,0.492,0.3661666666666667,False,Anxa2
