,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013001012,0.011267466,0.877,0.123,0.123,0.123,False,Lgals1
Neurons,0.009411404,0.013798259,0.757,0.243,0.243,0.183,False,Lgals1
Endocrine Cells,0.012910581,0.027924053,0.688,0.312,0.312,0.22599999999999998,False,Lgals1
Excitatory Neurons,0.0046595507,0.01244975,0.644,0.356,0.356,0.25849999999999995,False,Lgals1
Astrocytes,0.0047156294,0.01634114,0.639,0.361,0.361,0.27899999999999997,False,Lgals1
Endothelial Cells,-0.008112638,0.030779596,0.4,0.6,0.4,0.29916666666666664,False,Lgals1
Neural Stem Cells,0.0053165373,0.021466283,0.599,0.401,0.401,0.31371428571428567,False,Lgals1
Oligodendrocytes,0.0022142385,0.010327944,0.589,0.411,0.411,0.32587499999999997,False,Lgals1
Myocytes,0.002535422,0.018903758,0.557,0.443,0.443,0.33888888888888885,False,Lgals1
Medium Spiny Neurons,0.0007153899,0.009548521,0.554,0.446,0.446,0.3496,False,Lgals1
GABAergic Neurons,-0.003316342,0.01966623,0.448,0.552,0.448,0.35854545454545456,False,Lgals1
Microglia,0.0012288603,0.018113041,0.508,0.492,0.492,0.36966666666666664,False,Lgals1
