,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,-0.059448898,0.011358502,0.0,1.0,0.0,0.0,True,Sept4
Oligodendrocyte Precursor Cells,0.013506168,0.011576026,0.881,0.119,0.119,0.0595,False,Sept4
Neural Stem Cells,0.014290639,0.02114604,0.745,0.255,0.255,0.12466666666666666,False,Sept4
Endothelial Cells,-0.018160326,0.03057756,0.277,0.723,0.277,0.16275,False,Sept4
Neurons,0.0076107346,0.013551986,0.718,0.282,0.282,0.18660000000000002,False,Sept4
Medium Spiny Neurons,-0.0051822467,0.009533753,0.304,0.696,0.304,0.2061666666666667,False,Sept4
Microglia,-0.006021524,0.018238511,0.364,0.636,0.364,0.2287142857142857,False,Sept4
Astrocytes,0.0031789923,0.016568935,0.6,0.4,0.4,0.250125,False,Sept4
Excitatory Neurons,0.00252598,0.012626219,0.579,0.421,0.421,0.2691111111111111,False,Sept4
Myocytes,0.0035208247,0.018835373,0.578,0.422,0.422,0.2844,False,Sept4
Endocrine Cells,-0.002628337,0.027800081,0.467,0.533,0.467,0.301,False,Sept4
GABAergic Neurons,0.0007996913,0.019917674,0.53,0.47,0.47,0.3150833333333333,False,Sept4
