,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.22909479,0.018951476,0.0,1.0,0.0,0.0,True,Plin4
Oligodendrocytes,0.020679101,0.00980523,0.979,0.021,0.021,0.0105,True,Plin4
Oligodendrocyte Precursor Cells,0.0148893725,0.011248901,0.907,0.093,0.093,0.038,True,Plin4
Neurons,0.010218472,0.013813379,0.77,0.23,0.23,0.08600000000000001,False,Plin4
Astrocytes,0.008652623,0.016335975,0.711,0.289,0.289,0.1266,False,Plin4
Medium Spiny Neurons,0.004544327,0.009571251,0.697,0.303,0.303,0.156,False,Plin4
Excitatory Neurons,0.005067028,0.012432249,0.654,0.346,0.346,0.18314285714285714,False,Plin4
Endothelial Cells,-0.005207801,0.030982524,0.436,0.564,0.436,0.21475,False,Plin4
Neural Stem Cells,0.0027172724,0.021516213,0.553,0.447,0.447,0.24055555555555555,False,Plin4
Endocrine Cells,-0.0033178816,0.027750537,0.457,0.543,0.457,0.2622,False,Plin4
Microglia,0.0004152055,0.01808052,0.492,0.508,0.492,0.28309090909090906,False,Plin4
GABAergic Neurons,-0.00048291773,0.01947632,0.507,0.493,0.493,0.3005833333333333,False,Plin4
