,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.043367866,0.018917704,0.99,0.01,0.01,0.01,True,Zic1
Oligodendrocyte Precursor Cells,0.013297922,0.011353915,0.883,0.117,0.117,0.0635,False,Zic1
Neurons,0.008874361,0.013162975,0.753,0.247,0.247,0.12466666666666666,False,Zic1
Endocrine Cells,0.017286839,0.027768716,0.741,0.259,0.259,0.15825,False,Zic1
Astrocytes,0.0068586264,0.016488196,0.676,0.324,0.324,0.19140000000000001,False,Zic1
Excitatory Neurons,0.0042696274,0.012442104,0.631,0.369,0.369,0.221,False,Zic1
Medium Spiny Neurons,0.0014442111,0.009585741,0.574,0.426,0.426,0.2502857142857143,False,Zic1
Endothelial Cells,-0.0056962734,0.030617932,0.429,0.571,0.429,0.272625,False,Zic1
GABAergic Neurons,-0.0029101055,0.01949863,0.458,0.542,0.458,0.2932222222222223,False,Zic1
Microglia,-0.0012706964,0.018102018,0.462,0.538,0.462,0.31010000000000004,False,Zic1
Oligodendrocytes,-0.000849968,0.010281335,0.477,0.523,0.477,0.3252727272727273,False,Zic1
Neural Stem Cells,4.3721855e-05,0.021481382,0.5,0.5,0.5,0.3398333333333334,False,Zic1
