,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.10808718,0.018790051,0.0,1.0,0.0,0.0,True,Hk2
Oligodendrocyte Precursor Cells,0.013233921,0.011227619,0.884,0.116,0.116,0.058,False,Hk2
Neurons,0.009393844,0.013816676,0.755,0.245,0.245,0.12033333333333333,False,Hk2
Excitatory Neurons,0.004786311,0.012433441,0.65,0.35,0.35,0.17775,False,Hk2
Astrocytes,0.0041588573,0.016210664,0.628,0.372,0.372,0.2166,False,Hk2
Endothelial Cells,-0.008323826,0.031080727,0.399,0.601,0.399,0.247,False,Hk2
Endocrine Cells,-0.0043194387,0.027818993,0.441,0.559,0.441,0.27471428571428574,False,Hk2
Neural Stem Cells,0.0025029397,0.021568151,0.547,0.453,0.453,0.297,False,Hk2
Medium Spiny Neurons,0.00047959888,0.009552214,0.545,0.455,0.455,0.31455555555555553,False,Hk2
Microglia,-0.00061271543,0.018353228,0.473,0.527,0.473,0.33039999999999997,False,Hk2
GABAergic Neurons,-0.0014601243,0.019472918,0.493,0.507,0.493,0.34518181818181815,False,Hk2
Oligodendrocytes,-0.00029566608,0.010361639,0.497,0.503,0.497,0.3578333333333333,False,Hk2
