,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014032562,0.011261114,0.896,0.104,0.104,0.104,False,Esam
Myocytes,-0.014079589,0.018720724,0.23,0.77,0.23,0.167,False,Esam
Neurons,0.00992163,0.013810361,0.763,0.237,0.237,0.19033333333333333,False,Esam
Excitatory Neurons,0.0050172806,0.012441521,0.654,0.346,0.346,0.22924999999999998,False,Esam
Astrocytes,0.004583594,0.016209265,0.637,0.363,0.363,0.25599999999999995,False,Esam
Endocrine Cells,0.0060555283,0.027831059,0.595,0.405,0.405,0.2808333333333333,False,Esam
Endothelial Cells,-0.006561729,0.030403605,0.415,0.585,0.415,0.29999999999999993,False,Esam
Neural Stem Cells,0.004105627,0.021564571,0.581,0.419,0.419,0.31487499999999996,False,Esam
Medium Spiny Neurons,0.0013116676,0.009546623,0.57,0.43,0.43,0.32766666666666666,False,Esam
Microglia,-0.0010398478,0.018064925,0.467,0.533,0.467,0.3416,False,Esam
Oligodendrocytes,-0.0002679688,0.010365032,0.499,0.501,0.499,0.3559090909090909,False,Esam
GABAergic Neurons,-0.0010409957,0.019479321,0.5,0.5,0.5,0.36791666666666667,False,Esam
