,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.020720325,0.011694718,0.964,0.036,0.036,0.036,True,Mfsd2a
Neurons,0.010299675,0.013801912,0.77,0.23,0.23,0.133,False,Mfsd2a
Astrocytes,0.008384429,0.01643742,0.708,0.292,0.292,0.18600000000000003,False,Mfsd2a
Excitatory Neurons,0.0052807317,0.0124430675,0.657,0.343,0.343,0.22525,False,Mfsd2a
Myocytes,0.0077332454,0.018708041,0.657,0.343,0.343,0.2488,False,Mfsd2a
Medium Spiny Neurons,0.0022758755,0.009549567,0.607,0.393,0.393,0.2728333333333333,False,Mfsd2a
Neural Stem Cells,0.002961442,0.021536335,0.559,0.441,0.441,0.2968571428571428,False,Mfsd2a
Endothelial Cells,-0.004211838,0.03081932,0.453,0.547,0.453,0.31637499999999996,False,Mfsd2a
Endocrine Cells,0.0027935368,0.027770083,0.541,0.459,0.459,0.3322222222222222,False,Mfsd2a
Microglia,-0.0009604276,0.018075753,0.468,0.532,0.468,0.3458,False,Mfsd2a
Oligodendrocytes,-0.00016485341,0.010327486,0.506,0.494,0.494,0.35927272727272724,False,Mfsd2a
GABAergic Neurons,-0.0010372079,0.0194887,0.5,0.5,0.5,0.371,False,Mfsd2a
