,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.043502428,0.01892957,0.99,0.01,0.01,0.01,True,Appl2
Oligodendrocyte Precursor Cells,0.015668875,0.011612588,0.909,0.091,0.091,0.050499999999999996,False,Appl2
Neurons,0.013313864,0.013667402,0.829,0.171,0.171,0.09066666666666667,False,Appl2
Medium Spiny Neurons,0.007981394,0.009547675,0.792,0.208,0.208,0.12,False,Appl2
Astrocytes,-0.007203884,0.01722072,0.345,0.655,0.345,0.16499999999999998,False,Appl2
Excitatory Neurons,0.0048560034,0.01253951,0.651,0.349,0.349,0.19566666666666666,False,Appl2
Endothelial Cells,-0.007521121,0.030762862,0.406,0.594,0.406,0.22571428571428573,False,Appl2
Oligodendrocytes,-0.0024556725,0.009969216,0.425,0.575,0.425,0.250625,False,Appl2
Neural Stem Cells,0.002895276,0.021072371,0.559,0.441,0.441,0.27177777777777773,False,Appl2
Endocrine Cells,0.0016316136,0.02796839,0.53,0.47,0.47,0.29159999999999997,False,Appl2
GABAergic Neurons,7.87681e-06,0.019654304,0.517,0.483,0.483,0.30899999999999994,False,Appl2
Microglia,0.0006384543,0.018280592,0.496,0.504,0.496,0.3245833333333333,False,Appl2
