,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013822588,0.0113874115,0.89,0.11,0.11,0.11,False,Hopx
Myocytes,0.014463756,0.018755902,0.765,0.235,0.235,0.1725,False,Hopx
Neurons,0.008513352,0.013684051,0.732,0.268,0.268,0.20433333333333334,False,Hopx
Endocrine Cells,0.011827737,0.027893681,0.675,0.325,0.325,0.2345,False,Hopx
Endothelial Cells,-0.011226958,0.030840205,0.361,0.639,0.361,0.2598,False,Hopx
Excitatory Neurons,0.003824959,0.012532388,0.616,0.384,0.384,0.28049999999999997,False,Hopx
Microglia,-0.0034635726,0.018130803,0.42,0.58,0.42,0.3004285714285714,False,Hopx
Astrocytes,-0.002592852,0.0165758,0.454,0.546,0.454,0.319625,False,Hopx
Neural Stem Cells,-0.0012862186,0.021371454,0.461,0.539,0.461,0.3353333333333333,False,Hopx
Oligodendrocytes,-0.00094894355,0.010257467,0.474,0.526,0.474,0.3492,False,Hopx
Medium Spiny Neurons,-0.0008292504,0.0095372945,0.479,0.521,0.479,0.361,False,Hopx
GABAergic Neurons,-0.0016802025,0.019639328,0.491,0.509,0.491,0.3718333333333333,False,Hopx
