,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.016620457,0.011531387,0.925,0.075,0.075,0.075,False,Gad1
Medium Spiny Neurons,-0.01019797,0.009474447,0.135,0.865,0.135,0.10500000000000001,False,Gad1
Neurons,0.014513889,0.013476378,0.857,0.143,0.143,0.11766666666666666,False,Gad1
Endocrine Cells,0.025428882,0.027841583,0.812,0.188,0.188,0.13524999999999998,False,Gad1
Myocytes,0.016846152,0.018766323,0.803,0.197,0.197,0.1476,False,Gad1
Neural Stem Cells,0.01847262,0.021044666,0.803,0.197,0.197,0.15583333333333335,False,Gad1
Astrocytes,0.0066903555,0.016318686,0.673,0.327,0.327,0.1802857142857143,False,Gad1
Excitatory Neurons,0.0050675375,0.0125083,0.654,0.346,0.346,0.201,False,Gad1
Endothelial Cells,-0.0069072866,0.031010833,0.412,0.588,0.412,0.22444444444444445,False,Gad1
Oligodendrocytes,0.001560333,0.010247305,0.572,0.428,0.428,0.2448,False,Gad1
GABAergic Neurons,0.0030575285,0.022273237,0.567,0.433,0.433,0.26190909090909087,False,Gad1
Microglia,0.0018681398,0.018162424,0.524,0.476,0.476,0.27975,False,Gad1
