,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,-0.04969066,0.027981495,0.038,0.962,0.038,0.038,True,Ddit4
Oligodendrocyte Precursor Cells,0.019071847,0.011696532,0.952,0.048,0.048,0.043,True,Ddit4
Neurons,0.011938733,0.013593908,0.81,0.19,0.19,0.09200000000000001,False,Ddit4
Myocytes,-0.015486512,0.018826682,0.213,0.787,0.213,0.12225,False,Ddit4
Microglia,0.011241458,0.01838806,0.724,0.276,0.276,0.153,False,Ddit4
Oligodendrocytes,0.005114359,0.009282789,0.707,0.293,0.293,0.17633333333333334,False,Ddit4
Excitatory Neurons,0.00658472,0.012624576,0.701,0.299,0.299,0.19385714285714287,False,Ddit4
Astrocytes,0.0077383593,0.01680461,0.691,0.309,0.309,0.20825,False,Ddit4
Endothelial Cells,0.010514111,0.03031623,0.63,0.37,0.37,0.2262222222222222,False,Ddit4
Medium Spiny Neurons,0.0020701927,0.009506068,0.599,0.401,0.401,0.24370000000000003,False,Ddit4
Neural Stem Cells,0.00060569023,0.021145485,0.511,0.489,0.489,0.266,False,Ddit4
GABAergic Neurons,-0.0015421503,0.019773971,0.492,0.508,0.492,0.2848333333333333,False,Ddit4
