,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Endocrine Cells,0.055671535,0.028283864,0.974,0.026,0.026,0.026,True,Bcam
Oligodendrocyte Precursor Cells,0.013685263,0.011279967,0.89,0.11,0.11,0.068,False,Bcam
Neurons,0.00938804,0.013785862,0.755,0.245,0.245,0.127,False,Bcam
Myocytes,-0.011903068,0.018719904,0.263,0.737,0.263,0.161,False,Bcam
Excitatory Neurons,0.0049448838,0.012437253,0.653,0.347,0.347,0.1982,False,Bcam
Astrocytes,0.0045768847,0.016242525,0.637,0.363,0.363,0.22566666666666668,False,Bcam
Endothelial Cells,-0.00537078,0.030548919,0.432,0.568,0.432,0.25514285714285717,False,Bcam
Medium Spiny Neurons,0.0012105665,0.009549611,0.564,0.436,0.436,0.27775,False,Bcam
Neural Stem Cells,0.0026361593,0.021544594,0.551,0.449,0.449,0.29677777777777775,False,Bcam
Microglia,-0.0011804748,0.018066347,0.464,0.536,0.464,0.3135,False,Bcam
Oligodendrocytes,-0.00063824595,0.010357248,0.487,0.513,0.487,0.3292727272727273,False,Bcam
GABAergic Neurons,-0.0014871922,0.019487606,0.492,0.508,0.492,0.3428333333333333,False,Bcam
