,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocytes,0.043759536,0.010017761,1.0,0.0,0.0,0.0,True,Nmu
Oligodendrocyte Precursor Cells,0.017486041,0.011238635,0.942,0.058,0.058,0.029,True,Nmu
Neurons,0.012669932,0.013831144,0.814,0.186,0.186,0.08133333333333333,False,Nmu
Excitatory Neurons,0.0064274683,0.012438872,0.699,0.301,0.301,0.13624999999999998,False,Nmu
Astrocytes,0.0076151285,0.016217822,0.691,0.309,0.309,0.17079999999999998,False,Nmu
Myocytes,0.0097545935,0.018724903,0.69,0.31,0.31,0.19399999999999998,False,Nmu
Neural Stem Cells,0.009372125,0.021545874,0.665,0.335,0.335,0.21414285714285713,False,Nmu
Medium Spiny Neurons,0.0024346407,0.0095920265,0.614,0.386,0.386,0.23562499999999997,False,Nmu
Endocrine Cells,0.005519648,0.027725924,0.587,0.413,0.413,0.2553333333333333,False,Nmu
Endothelial Cells,-0.0056794104,0.031072177,0.431,0.569,0.431,0.2729,False,Nmu
GABAergic Neurons,0.0006165653,0.01947628,0.529,0.471,0.471,0.2909090909090909,False,Nmu
Microglia,0.001458456,0.018084973,0.513,0.487,0.487,0.30724999999999997,False,Nmu
