,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.014727737,0.011256019,0.905,0.095,0.095,0.095,False,Ifit3
Neurons,0.009622177,0.013815848,0.757,0.243,0.243,0.16899999999999998,False,Ifit3
Endocrine Cells,0.011345742,0.027837124,0.663,0.337,0.337,0.225,False,Ifit3
Excitatory Neurons,0.0048450483,0.012431878,0.653,0.347,0.347,0.2555,False,Ifit3
Astrocytes,0.0045758076,0.016230136,0.637,0.363,0.363,0.277,False,Ifit3
Neural Stem Cells,0.005759775,0.021506425,0.611,0.389,0.389,0.2956666666666667,False,Ifit3
Endothelial Cells,-0.007557115,0.031053375,0.406,0.594,0.406,0.31142857142857144,False,Ifit3
Myocytes,0.004288468,0.018709369,0.59,0.41,0.41,0.32375000000000004,False,Ifit3
Medium Spiny Neurons,0.0007085746,0.009553238,0.554,0.446,0.446,0.3373333333333334,False,Ifit3
Microglia,-0.0007413519,0.018069712,0.47,0.53,0.47,0.3506,False,Ifit3
Oligodendrocytes,-0.000704605,0.010356687,0.484,0.516,0.484,0.36272727272727273,False,Ifit3
GABAergic Neurons,-0.0013238571,0.019477192,0.496,0.504,0.496,0.3738333333333334,False,Ifit3
