,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,-0.033220742,0.018756038,0.041,0.959,0.041,0.041,True,Cav2
Oligodendrocyte Precursor Cells,0.008444944,0.011782797,0.76,0.24,0.24,0.14049999999999999,False,Cav2
Neurons,0.009094578,0.013694648,0.749,0.251,0.251,0.17733333333333334,False,Cav2
Endothelial Cells,-0.013596106,0.030448446,0.329,0.671,0.329,0.21525,False,Cav2
Excitatory Neurons,0.0035296853,0.012628939,0.605,0.395,0.395,0.2512,False,Cav2
Medium Spiny Neurons,0.0018457826,0.009533038,0.591,0.409,0.409,0.2775,False,Cav2
Astrocytes,0.0026514048,0.01645346,0.584,0.416,0.416,0.29728571428571426,False,Cav2
Endocrine Cells,0.005052081,0.027834235,0.575,0.425,0.425,0.31325,False,Cav2
Microglia,-0.002564988,0.018128721,0.433,0.567,0.433,0.3265555555555555,False,Cav2
GABAergic Neurons,-0.002238448,0.019693779,0.476,0.524,0.476,0.34149999999999997,False,Cav2
Oligodendrocytes,0.00027345502,0.010264431,0.517,0.483,0.483,0.3543636363636363,False,Cav2
Neural Stem Cells,0.00074492936,0.021344848,0.514,0.486,0.486,0.3653333333333333,False,Cav2
