,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.0132762585,0.011311294,0.883,0.117,0.117,0.117,False,Abcb1a
Neurons,0.010263061,0.01380179,0.77,0.23,0.23,0.17350000000000002,False,Abcb1a
Endothelial Cells,-0.016088217,0.029660044,0.293,0.707,0.293,0.21333333333333335,False,Abcb1a
Excitatory Neurons,0.0053121317,0.01244035,0.658,0.342,0.342,0.2455,False,Abcb1a
Astrocytes,0.005397803,0.01626364,0.648,0.352,0.352,0.26680000000000004,False,Abcb1a
Medium Spiny Neurons,0.0029080037,0.009540428,0.635,0.365,0.365,0.2831666666666667,False,Abcb1a
Endocrine Cells,0.0064065256,0.02781681,0.599,0.401,0.401,0.3,False,Abcb1a
Myocytes,0.0014679694,0.018771905,0.545,0.455,0.455,0.319375,False,Abcb1a
Microglia,-0.0012905776,0.01808639,0.462,0.538,0.462,0.33522222222222225,False,Abcb1a
Oligodendrocytes,-0.00057319354,0.010348085,0.487,0.513,0.487,0.35040000000000004,False,Abcb1a
Neural Stem Cells,0.00066806306,0.021554573,0.511,0.489,0.489,0.36300000000000004,False,Abcb1a
GABAergic Neurons,-0.00070288335,0.019488333,0.505,0.495,0.495,0.37400000000000005,False,Abcb1a
