,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Neural Stem Cells,-0.045944978,0.020448808,0.013,0.987,0.013,0.013,True,Pltp
Endocrine Cells,0.04395146,0.028254993,0.941,0.059,0.059,0.036,True,Pltp
Endothelial Cells,-0.03688222,0.02538203,0.072,0.928,0.072,0.047999999999999994,True,Pltp
Oligodendrocyte Precursor Cells,0.011530606,0.011614937,0.833,0.167,0.167,0.07775,False,Pltp
Neurons,0.011167718,0.013651332,0.793,0.207,0.207,0.1036,False,Pltp
Medium Spiny Neurons,0.006965003,0.009486539,0.767,0.233,0.233,0.12516666666666668,False,Pltp
Excitatory Neurons,0.0054559545,0.012511544,0.661,0.339,0.339,0.15571428571428572,False,Pltp
Microglia,-0.003727732,0.0182382,0.411,0.589,0.411,0.18762500000000001,False,Pltp
Myocytes,0.0040112482,0.01890115,0.587,0.413,0.413,0.21266666666666667,False,Pltp
Astrocytes,-0.0025488392,0.017127052,0.459,0.541,0.459,0.2373,False,Pltp
Oligodendrocytes,-0.0010271382,0.01018846,0.473,0.527,0.473,0.25872727272727275,False,Pltp
GABAergic Neurons,-0.0013516993,0.0196448,0.496,0.504,0.496,0.2785,False,Pltp
